1E+14,0.999959313
1.38038E+14,0.999943837
1.90546E+14,0.999922475
2.63027E+14,0.999893001
3.63078E+14,0.999852312
5.01187E+14,0.999796157
6.91831E+14,0.999718661
9.54993E+14,0.999611728
1.31826E+15,0.999464193
1.8197E+15,0.999260683
2.51189E+15,0.998980032
3.46737E+15,0.998593146
4.7863E+15,0.998060081
6.60693E+15,0.997326124
9.12011E+15,0.996316545
1.25893E+16,0.994929701
1.7378E+16,0.993028131
2.39883E+16,0.990427435
3.31131E+16,0.986880773
4.57088E+16,0.982070094
6.30957E+16,0.975584817
8.70964E+16,0.966917443
1.20226E+17,0.955468599
1.65959E+17,0.940595286
2.29087E+17,0.92167179
3.16228E+17,0.8982911
4.36516E+17,0.870566057
6.0256E+17,0.839559568
8.31764E+17,0.807786126
1.14815E+18,0.779586173
1.58489E+18,0.760734938
2.18776E+18,0.756299941
3.01995E+18,0.767789595
4.16869E+18,0.792937997
5.7544E+18,0.82856979
7.94328E+18,0.8705756
1.09648E+19,0.911699545
1.51356E+19,0.945002378
2.0893E+19,0.968080111
2.88403E+19,0.982397011
3.98107E+19,0.990644115
5.49541E+19,0.995160822
7.58578E+19,0.997547733
1.04713E+20,0.998776471
1.44544E+20,0.999396698
1.99526E+20,0.999705163
2.75423E+20,0.999856873
3.80189E+20,0.999930865
5.24807E+20,0.999966729
7.24436E+20,0.999984032
1E+21,0.999992351
